timestep,alphat_eff_gamelength_5,runtime_gamelength_5,game_length,winner,runtime,T_terminal,trajectory_0,trajectory_1,payoff_total,coll_payoff_0,coll_payoff_1,final_lead_payoff_0,final_lead_payoff_1,alphat_eff_gamelength_4,runtime_gamelength_4,alphat_eff_gamelength_3,runtime_gamelength_3,alphat_eff_gamelength_2,runtime_gamelength_2,alphat_eff_gamelength_1,runtime_gamelength_1,collisions,data_of_agent,run_num
0,0.9578262852211511,0.7850184440612791,4.0,"[0, 0]",1.060658931732177,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],,,,,,,,,0,1,0
1,,,3.0,"[0, 0]",0.8524911403656,1,"[[3.0, 2.0, 0.0, 0], [5.0, 2.0, 1.5707963267948961, 1]]","[[3.0, 4.0, 0.0, 0], [5.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.760741258144334, 0.7392587416306651]]",[1.0],[1.0],[0.521482516516891],[0.478517483483108],0.9363291775690441,0.6150052547454831,,,,,,,0,1,0
2,,,2.0,"[0, 0]",0.6721177101135251,1,"[[5.0, 2.0, 0.0, 0], [6.0, 2.0, -1.5707963267948961, 1]]","[[5.0, 4.0, 0.0, 0], [7.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7391111886279, 0.760888811147099]]",[1.0],[1.0],[0.47822237747753304],[0.5217776225224661],,,0.8944271909999151,0.494023561477661,,,,,0,1,0
3,,,1.0,"[0, 0]",0.44243025779724104,1,"[[7.0, 2.0, 0.0, 0], [7.0, 2.0, 1.5707963267948961, 1]]","[[7.0, 4.0, 1.5707963267948961, 0], [7.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.760888811147099, 0.7391111886279]]",[1.0],[1.0],[0.5217776225224661],[0.47822237747753304],,,,,0.8,0.330573320388793,,,0,1,0
4,,,0.0,"[0, 0]",0.283028364181518,1,"[[9.0, 2.0, 0.0, 0], [9.0, 2.0, 0.0, 1]]","[[7.0, 4.0, 1.5707963267948961, 0], [7.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.804407167934807, 0.695592831840192]]",[1.0],[1.0],[0.608814336110937],[0.391185663889062],,,,,,,0.554700196225229,0.21697115898132302,0,1,0
5,,,0.0,"[0, 0]",0.2783784866333,1,"[[11.0, 2.0, 1.5707963267948961, 0], [11.0, 3.0, 3.141592653589793, 1]]","[[7.0, 5.0, 0.0, 0], [8.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8371473782149901, 0.66285262156001]]",[1.0],[1.0],[0.674294756681124],[0.325705243318875],,,,,,,0.6666666666666661,0.21355533599853502,0,1,0
6,,,,"[0, 0]",0.000149726867675,0,"[[11.0, 4.0, 0.0, 0]]","[[8.0, 5.0, 1.5707963267948961, 0]]","[[0.33714737828999003, 0.16285262163501]]",,,[0.674294756681124],[0.325705243318875],,,,,,,,,0,1,0
7,,,,"[0, 0]",0.00020217895507800002,0,"[[11.0, 4.0, 0.0, 0]]","[[8.0, 5.0, 1.5707963267948961, 0]]","[[0.33714737828999003, 0.16285262163501]]",,,[0.674294756681124],[0.325705243318875],,,,,,,,,0,1,0
8,,,,"[0, 0]",0.000222206115722,0,"[[11.0, 4.0, 0.0, 0]]","[[8.0, 5.0, 1.5707963267948961, 0]]","[[0.33714737828999003, 0.16285262163501]]",,,[0.674294756681124],[0.325705243318875],,,,,,,,,0,1,0
9,,,,"[0, 0]",0.000164747238159,0,"[[11.0, 4.0, 0.0, 0]]","[[8.0, 5.0, 1.5707963267948961, 0]]","[[0.33714737828999003, 0.16285262163501]]",,,[0.674294756681124],[0.325705243318875],,,,,,,,,0,1,0
0,0.9578262852211511,24.567830562591553,4.0,"[0, 0]",24.572131633758545,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],,,,,,,,,0,0,9
1,,,3.0,"[0, 0]",16.334020853042603,1,"[[3.0, 2.0, 0.0, 0], [5.0, 2.0, 0.0, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8258527961977851, 0.674147203577214]]",[1.0],[1.0],[0.6517055926433261],[0.34829440735667305],0.9363291775690441,16.330033540725708,,,,,,,0,0,9
2,,,2.0,"[0, 0]",10.204196214675903,1,"[[5.0, 2.0, 0.0, 0], [7.0, 2.0, 0.0, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8694080412361841, 0.630591958538815]]",[1.0],[1.0],[0.7388160827331911],[0.261183917266808],,,0.8944271909999151,10.200386047363281,,,,,0,0,9
3,,,1.0,"[0, 0]",3.982304811477661,1,"[[7.0, 2.0, 0.0, 0], [9.0, 2.0, 0.0, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9020744750149841, 0.597925524760015]]",[1.0],[1.0],[0.8041489503005901],[0.195851049699409],,,,,0.8,3.979099512100219,,,0,0,9
4,,,0.0,"[0, 0]",0.7975330352783201,1,"[[9.0, 2.0, 0.0, 0], [11.0, 2.0, -1.5707963267948961, 1]]","[[2.0, 4.0, 0.0, 0], [4.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.9022220280177491, 0.59777797175725]]",[1.0],[1.0],[0.8044440563061651],[0.19555594369383403],,,,,,,0.554700196225229,0.7928054332733151,0,0,9
5,,,0.0,"[0, 0]",0.7283501625061031,1,"[[11.0, 2.0, -1.5707963267948961, 0], [11.0, 1.0, -1.5707963267948961, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.9456297200533831, 0.554370279721616]]",[1.0],[1.0],[0.891259440390456],[0.10874055960954301],,,,,,,0.6666666666666661,0.725594043731689,0,0,9
6,,,1.0,"[0, 0]",1.229943990707397,1,"[[11.0, 1.0, -1.5707963267948961, 0], [11.0, 1.0, 0.0, 1]]","[[2.0, 5.0, 1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9456297200533831, 0.554370279721616]]",[1.0],[1.0],[0.891259440390456],[0.10874055960954301],,,,,1.0,1.228028059005737,,,0,0,9
7,,,1.0,"[0, 0]",2.840411901473999,1,"[[11.0, 1.0, 0.0, 0], [13.0, 1.0, 0.0, 1]]","[[2.0, 5.0, 3.141592653589793, 0], [2.0, 5.0, 4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.956518531312983, 0.5434814684620161]]",[1.0],[1.0],[0.9130370629129221],[0.086962937087077],,,,,1.0,2.8362784385681152,,,0,0,9
8,,,1.0,"[0, 0]",0.8958303928375241,1,"[[13.0, 1.0, 0.0, 0], [13.0, 1.0, -1.5707963267948961, 1]]","[[0.0, 5.0, 3.141592653589793, 0], [0.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.9782223773308001, 0.521777622444199]]",[1.0],[1.0],[0.9564447549550671],[0.043555245044932],,,,,0.8944271909999151,0.8936390876770021,,,0,0,9
9,,,1.0,"[0, 0]",0.9414064884185791,1,"[[13.0, 1.0, -1.5707963267948961, 0], [13.0, 1.0, -3.141592653589793, 1]]","[[0.0, 5.0, 1.5707963267948961, 0], [0.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9782223773308001, 0.521777622444199]]",[1.0],[1.0],[0.9564447549550671],[0.043555245044932],,,,,0.8944271909999151,0.939421653747558,,,0,0,9
0,0.9578262852211511,0.9677820205688471,4.0,"[0, 0]",1.244924306869506,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.760519928640186, 0.7394800711348131]]",[1.0],[1.0],[0.521039857508528],[0.47896014249147106],,,,,,,,,0,1,9
1,,,3.0,"[0, 0]",1.084337472915649,1,"[[3.0, 2.0, 0.0, 0], [3.0, 2.0, 1.5707963267948961, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.782297551159386, 0.717702448615613]]",[1.0],[1.0],[0.564595102553461],[0.43540489744653804],0.9363291775690441,0.831048727035522,,,,,,,0,1,9
2,,,2.0,"[0, 0]",0.736294031143188,1,"[[5.0, 2.0, 0.0, 0], [6.0, 2.0, -1.5707963267948961, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8476304187169851, 0.652369581058014]]",[1.0],[1.0],[0.6952608376882591],[0.30473916231174003],,,0.8944271909999151,0.5158731937408441,,,,,0,1,9
3,,,1.0,"[0, 0]",0.46587848663330006,1,"[[7.0, 2.0, 0.0, 0], [8.0, 2.0, -1.5707963267948961, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.880296852495784, 0.619703147279215]]",[1.0],[1.0],[0.7605937052556581],[0.23940629474434102],,,,,0.8,0.338983058929443,,,0,1,9
4,,,0.0,"[0, 0]",0.30342125892639105,1,"[[9.0, 2.0, 0.0, 0], [10.0, 2.0, -1.5707963267948961, 1]]","[[2.0, 4.0, 0.0, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.9238520975341841, 0.576147902240816]]",[1.0],[1.0],[0.8477041953455231],[0.152295804654476],,,,,,,0.554700196225229,0.22718667984008703,0,1,9
5,,,0.0,"[0, 0]",0.2581148147583,1,"[[11.0, 2.0, -1.5707963267948961, 0], [11.0, 1.0, 0.0, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.9456297200533831, 0.554370279721616]]",[1.0],[1.0],[0.891259440390456],[0.10874055960954301],,,,,,,0.6666666666666661,0.209107637405395,0,1,9
6,,,1.0,"[0, 0]",0.43511319160461404,1,"[[11.0, 1.0, -1.5707963267948961, 0], [11.0, 1.0, 0.0, 1]]","[[2.0, 5.0, 1.5707963267948961, 0], [2.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.9456297200533831, 0.554370279721616]]",[1.0],[1.0],[0.891259440390456],[0.10874055960954301],,,,,1.0,0.36263251304626404,,,0,1,9
7,,,1.0,"[0, 0]",0.5341777801513671,1,"[[11.0, 1.0, 0.0, 0], [11.0, 1.0, 0.0, 1]]","[[2.0, 5.0, 3.141592653589793, 0], [0.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.9673335660712, 0.5326664337037991]]",[1.0],[1.0],[0.934667132432601],[0.065332867567398],,,,,1.0,0.41742706298828103,,,0,1,9
8,,,1.0,"[0, 0]",0.412935972213745,1,"[[13.0, 1.0, 0.0, 0], [13.0, 1.0, -1.5707963267948961, 1]]","[[0.0, 5.0, 3.141592653589793, 0], [0.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.9782223773308001, 0.521777622444199]]",[1.0],[1.0],[0.9564447549550671],[0.043555245044932],,,,,0.8944271909999151,0.341109991073608,,,0,1,9
9,,,1.0,"[0, 0]",0.40324425697326605,1,"[[13.0, 1.0, -1.5707963267948961, 0], [13.0, 1.0, -3.141592653589793, 1]]","[[0.0, 5.0, 1.5707963267948961, 0], [0.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9782223773308001, 0.521777622444199]]",[1.0],[1.0],[0.9564447549550671],[0.043555245044932],,,,,0.8944271909999151,0.34303617477416903,,,0,1,9
0,0.9578262852211511,22.54053831100464,4.0,"[0, 0]",22.55085515975952,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],,,,,,,,,0,0,6
1,,,3.0,"[0, 0]",18.519349813461304,1,"[[3.0, 2.0, 0.0, 0], [5.0, 2.0, 0.0, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8258527961977851, 0.674147203577214]]",[1.0],[1.0],[0.6517055926433261],[0.34829440735667305],0.9363291775690441,18.51489520072937,,,,,,,0,0,6
2,,,2.0,"[0, 0]",10.13005781173706,1,"[[5.0, 2.0, 0.0, 0], [7.0, 2.0, 0.0, 1]]","[[2.0, 5.0, 0.0, 0], [4.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.836852272209459, 0.6631477275655401]]",[1.0],[1.0],[0.6737045446699741],[0.326295455330025],,,0.8944271909999151,10.126411437988281,,,,,0,0,6
3,,,1.0,"[0, 0]",4.566719770431518,1,"[[7.0, 2.0, 0.0, 0], [9.0, 2.0, 0.0, 1]]","[[4.0, 5.0, -1.5707963267948961, 0], [4.0, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8586667829793501, 0.641333216795649]]",[1.0],[1.0],[0.7173335662163001],[0.28266643378369904],,,,,0.8,4.561853408813477,,,0,0,6
4,,,0.0,"[0, 0]",0.784777879714965,1,"[[9.0, 2.0, 0.0, 0], [11.0, 2.0, 1.5707963267948961, 1]]","[[4.0, 4.0, 0.0, 0], [6.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8588143359821151, 0.641185663792884]]",[1.0],[1.0],[0.7176286722218751],[0.282371327778124],,,,,,,0.554700196225229,0.7806818485260011,0,0,6
5,,,0.0,"[0, 0]",0.7718510627746581,1,"[[11.0, 2.0, 1.5707963267948961, 0], [11.0, 3.0, 0.0, 1]]","[[4.0, 4.0, 1.5707963267948961, 0], [4.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.913110839277349, 0.58688916049765]]",[1.0],[1.0],[0.8262216788286321],[0.17377832117136702],,,,,,,0.6666666666666661,0.768038034439086,0,0,6
6,,,0.0,"[0, 0]",0.785910367965698,1,"[[11.0, 3.0, 0.0, 0], [12.0, 3.0, 1.5707963267948961, 1]]","[[4.0, 5.0, 0.0, 0], [6.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8805550702506241, 0.619444929524376]]",[1.0],[1.0],[0.7611101407654141],[0.23888985923458503],,,,,,,1.0,0.7822332382202141,0,0,6
7,,,0.0,"[1, 0]",0.7531135082244871,1,"[[12.0, 3.0, 1.5707963267948961, 0], [12.0, 5.0, 0.0, 1]]","[[4.0, 5.0, 0.0, 0], [6.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9023326927698231, 0.597667307005176]]",[1.0],[1.0],[0.8046653858103471],[0.195334614189652],,,,,,,0.8944271909999151,0.748348236083984,0,0,6
0,0.9578262852211511,0.9556326866149901,4.0,"[0, 0]",1.274904251098632,1,"[[1.0, 2.0, 0.0, 0], [1.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.738742306120986, 0.7612576936540131]]",[1.0],[1.0],[0.477484612463596],[0.522515387536403],,,,,,,,,0,1,6
1,,,3.0,"[0, 0]",0.9106371402740471,1,"[[3.0, 2.0, 0.0, 0], [5.0, 2.0, 0.0, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8258527961977851, 0.674147203577214]]",[1.0],[1.0],[0.6517055926433261],[0.34829440735667305],0.9363291775690441,0.6962485313415521,,,,,,,0,1,6
2,,,2.0,"[0, 0]",0.7402179241180421,1,"[[5.0, 2.0, 0.0, 0], [5.0, 2.0, -1.5707963267948961, 1]]","[[2.0, 5.0, 0.0, 0], [4.0, 5.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.79329702717106, 0.70670297260394]]",[1.0],[1.0],[0.586594054580108],[0.413405945419891],,,0.8944271909999151,0.5656354427337641,,,,,0,1,6
3,,,1.0,"[0, 0]",0.45935201644897405,1,"[[7.0, 2.0, 0.0, 0], [7.0, 2.0, 0.0, 1]]","[[4.0, 5.0, -1.5707963267948961, 0], [4.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8260003492005501, 0.6739996505744491]]",[1.0],[1.0],[0.6520006986489011],[0.347999301351098],,,,,0.8,0.326779127120971,,,0,1,6
4,,,0.0,"[0, 0]",0.29488492012023904,1,"[[9.0, 2.0, 0.0, 0], [9.0, 2.0, 0.0, 1]]","[[4.0, 4.0, 0.0, 0], [4.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8586667829793501, 0.641333216795649]]",[1.0],[1.0],[0.7173335662163001],[0.28266643378369904],,,,,,,0.554700196225229,0.22363495826721103,0,1,6
5,,,0.0,"[0, 0]",0.266195058822631,1,"[[11.0, 2.0, 1.5707963267948961, 0], [11.0, 2.0, 0.0, 1]]","[[4.0, 4.0, 1.5707963267948961, 0], [4.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9130739510266581, 0.5869260487483411]]",[1.0],[1.0],[0.8261479023272381],[0.17385209767276102],,,,,,,0.6666666666666661,0.21088337898254303,0,1,6
6,,,0.0,"[0, 0]",0.272512197494506,1,"[[11.0, 3.0, 0.0, 0], [12.0, 3.0, 0.0, 1]]","[[4.0, 5.0, 0.0, 0], [4.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9239627622862571, 0.576037237488742]]",[1.0],[1.0],[0.8479255248497041],[0.152074475150295],,,,,,,1.0,0.20607900619506803,0,1,6
7,,,0.0,"[0, 0]",0.278973340988159,1,"[[12.0, 3.0, 1.5707963267948961, 0], [12.0, 3.0, 1.5707963267948961, 1]]","[[4.0, 5.0, 0.0, 0], [4.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9239627622862571, 0.576037237488742]]",[1.0],[1.0],[0.8479255248497041],[0.152074475150295],,,,,,,0.8944271909999151,0.20571136474609303,0,1,6
0,0.9578262852211511,22.452420234680176,4.0,"[0, 0]",22.45720601081848,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],,,,,,,,,0,0,3
1,,,3.0,"[0, 0]",17.611544609069824,1,"[[3.0, 2.0, 0.0, 0], [5.0, 2.0, 0.0, 1]]","[[2.0, 4.0, -1.5707963267948961, 0], [2.0, 3.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8258527961977851, 0.674147203577214]]",[1.0],[1.0],[0.6517055926433261],[0.34829440735667305],0.9363291775690441,17.604677438735962,,,,,,,0,0,3
2,,,2.0,"[0, 0]",10.950284957885742,1,"[[5.0, 2.0, 0.0, 0], [7.0, 2.0, 0.0, 1]]","[[2.0, 4.0, -3.141592653589793, 0], [2.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8694080412361841, 0.630591958538815]]",[1.0],[1.0],[0.7388160827331911],[0.261183917266808],,,0.8944271909999151,10.945024728775024,,,,,0,0,3
3,,,1.0,"[0, 0]",3.622359037399292,1,"[[7.0, 2.0, 0.0, 0], [9.0, 2.0, 0.0, 1]]","[[1.0, 4.0, -3.141592653589793, 0], [1.0, 4.0, -4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.9237783210328011, 0.5762216787421981]]",[1.0],[1.0],[0.8475566423427351],[0.15244335765726402],,,,,0.8,3.619158029556274,,,0,0,3
4,,,0.0,"[0, 0]",0.7635002136230461,1,"[[9.0, 2.0, 0.0, 0], [11.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, -3.141592653589793, 0], [0.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.9673335660712, 0.5326664337037991]]",[1.0],[1.0],[0.934667132432601],[0.065332867567398],,,,,,,0.554700196225229,0.7587592601776121,0,0,3
5,,,0.0,"[0, 0]",0.852232694625854,1,"[[11.0, 2.0, 1.5707963267948961, 0], [11.0, 4.0, 3.141592653589793, 1]]","[[0.0, 4.0, -1.5707963267948961, 0], [1.224646799147353e-16, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.9782223773308001, 0.521777622444199]]",[1.0],[1.0],[0.9564447549550671],[0.043555245044932],,,,,,,0.6666666666666661,0.8477303981781,0,0,3
6,,,,"[0, 0]",0.00015640258789,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,0,3
7,,,,"[0, 0]",0.000179290771484,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,0,3
8,,,,"[0, 0]",0.00018405914306600003,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,0,3
9,,,,"[0, 0]",0.00026464462280200004,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,0,3
0,0.9578262852211511,0.7838397026062011,4.0,"[0, 0]",1.070710182189941,1,"[[1.0, 2.0, 0.0, 0], [1.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [2.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.738742306120986, 0.7612576936540131]]",[1.0],[1.0],[0.477484612463596],[0.522515387536403],,,,,,,,,0,1,3
1,,,3.0,"[0, 0]",1.084217071533203,1,"[[3.0, 2.0, 0.0, 0], [4.0, 2.0, 1.5707963267948961, 1]]","[[2.0, 4.0, -1.5707963267948961, 0], [2.0, 4.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.804075173678585, 0.695924826096414]]",[1.0],[1.0],[0.608150347598394],[0.391849652401606],0.9363291775690441,0.8302562236785881,,,,,,,0,1,3
2,,,2.0,"[0, 0]",0.6655194759368891,1,"[[5.0, 2.0, 0.0, 0], [6.0, 2.0, 0.0, 1]]","[[2.0, 4.0, -3.141592653589793, 0], [1.0, 4.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.869334264734801, 0.6306657350401981]]",[1.0],[1.0],[0.7386685297304041],[0.261331470269595],,,0.8944271909999151,0.47293424606323203,,,,,0,1,3
3,,,1.0,"[0, 0]",0.506618738174438,1,"[[7.0, 2.0, 0.0, 0], [7.0, 2.0, 0.0, 1]]","[[1.0, 4.0, -3.141592653589793, 0], [1.0, 4.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.891111887254001, 0.6088881125209981]]",[1.0],[1.0],[0.7822237747753361],[0.21777622522466303],,,,,0.8,0.39649486541748,,,0,1,3
4,,,0.0,"[0, 0]",0.28204321861267,1,"[[9.0, 2.0, 0.0, 0], [9.0, 2.0, 0.0, 1]]","[[1.0, 4.0, -3.141592653589793, 0], [0.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.9237783210328011, 0.5762216787421981]]",[1.0],[1.0],[0.8475566423427351],[0.15244335765726402],,,,,,,0.554700196225229,0.21657299995422302,0,1,3
5,,,0.0,"[0, 0]",0.287790298461914,1,"[[11.0, 2.0, 1.5707963267948961, 0], [11.0, 2.0, 3.141592653589793, 1]]","[[0.0, 4.0, -1.5707963267948961, 0], [6.123233995736766e-17, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.9673335660712, 0.5326664337037991]]",[1.0],[1.0],[0.934667132432601],[0.065332867567398],,,,,,,0.6666666666666661,0.21791934967041002,0,1,3
6,,,,"[0, 0]",0.00044465065002400006,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,1,3
7,,,,"[0, 0]",0.00021147727966300001,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,1,3
8,,,,"[0, 0]",0.000165462493896,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,1,3
9,,,,"[0, 0]",0.00023794174194300002,0,"[[11.0, 4.0, 3.141592653589793, 0]]","[[6.123233995736766e-17, 3.0, 0.0, 0]]","[[0.47822237740580004, 0.021777622519199003]]",,,[0.9564447549550671],[0.043555245044932],,,,,,,,,0,1,3
