timestep,alphat_eff_gamelength_5,runtime_gamelength_5,game_length,winner,runtime,T_terminal,trajectory_0,trajectory_1,payoff_total,coll_payoff_0,coll_payoff_1,final_lead_payoff_0,final_lead_payoff_1,alphat_eff_gamelength_4,runtime_gamelength_4,alphat_eff_gamelength_3,runtime_gamelength_3,collisions,data_of_agent,run_num,alphat_eff_gamelength_2,runtime_gamelength_2
0,0.9578262852211511,3.29395318031311,4,"[0, 0]",6.4970104694366455,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],,,,,0,0,5,,
1,,,3,"[0, 0]",4.409723997116089,1,"[[2.0, 2.0, -1.5707963267948961, 0], [2.0, 1.0, -3.141592653589793, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.760519928640186, 0.7394800711348131]]",[1.0],[1.0],[0.521039857508528],[0.47896014249147106],0.843274042711567,2.579351663589477,,,0,0,5,,
2,,,3,"[0, 0]",4.924885511398315,1,"[[2.0, 1.0, -3.141592653589793, 0], [2.0, 1.0, -3.141592653589793, 1]]","[[2.0, 5.0, 0.0, 0], [3.0, 5.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],0.8122769321068951,2.743969678878784,,,0,0,5,,
3,,,3,"[0, 0]",4.531304836273193,1,"[[2.0, 1.0, -3.141592653589793, 0], [2.0, 1.0, -4.71238898038469, 1]]","[[4.0, 5.0, 0.0, 0], [5.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.706260313595644, 0.7937396861793561]]",[1.0],[1.0],[0.41252062740316603],[0.587479372596833],0.8944271909999151,2.460344791412353,,,0,0,5,,
4,,,2,"[0, 0]",3.792537927627563,1,"[[2.0, 1.0, -4.71238898038469, 0], [1.9999999999999991, 3.0, -0.0, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6845564675778271, 0.815443532197173]]",[1.0],[1.0],[0.36911293536102],[0.630887064638979],,,0.832050294337843,2.178156852722168,0,0,5,,
5,,,2,"[0, 0]",4.880193710327148,1,"[[1.9999999999999991, 3.0, -0.0, 0], [3.999999999999999, 3.0, -1.5707963267948961, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7281117126162261, 0.7718882871587731]]",[1.0],[1.0],[0.456223425450886],[0.543776574549113],,,0.832050294337843,2.902691602706909,0,0,5,,
6,,,2,"[0, 0]",3.7848587036132812,1,"[[3.999999999999999, 3.0, -1.5707963267948961, 0], [3.999999999999999, 3.0, 0.0, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7281117126162261, 0.7718882871587731]]",[1.0],[1.0],[0.456223425450886],[0.543776574549113],,,0.832050294337843,2.203296661376953,0,0,5,,
7,,,2,"[0, 0]",3.488430261611938,1,"[[3.999999999999999, 3.0, 0.0, 0], [3.999999999999999, 3.0, -1.5707963267948961, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7281117126162261, 0.7718882871587731]]",[1.0],[1.0],[0.456223425450886],[0.543776574549113],,,0.832050294337843,1.8954911231994631,0,0,5,,
8,,,2,"[0, 0]",3.634434938430786,1,"[[3.999999999999999, 3.0, -1.5707963267948961, 0], [3.999999999999999, 3.0, -1.5707963267948961, 1]]","[[6.0, 5.0, 3.141592653589793, 0], [5.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.749815558634043, 0.7501844411409561]]",[1.0],[1.0],[0.499631117493031],[0.5003688825069681],,,0.832050294337843,1.9519789218902581,0,0,5,,
9,,,2,"[0, 0]",3.643955469131469,1,"[[3.999999999999999, 3.0, -1.5707963267948961, 0], [3.999999999999999, 3.0, -1.5707963267948961, 1]]","[[6.0, 5.0, 3.141592653589793, 0], [6.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7281117126162261, 0.7718882871587731]]",[1.0],[1.0],[0.456223425450886],[0.543776574549113],,,0.832050294337843,1.9543237686157222,0,0,5,,
0,0.9578262852211511,1.009554862976074,4,"[0, 0]",4.17461371421814,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.760519928640186, 0.7394800711348131]]",[1.0],[1.0],[0.521039857508528],[0.47896014249147106],,,,,0,1,5,,
1,,,3,"[0, 0]",3.288968086242676,1,"[[2.0, 2.0, -1.5707963267948961, 0], [2.0, 1.0, -1.5707963267948961, 1]]","[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.760519928640186, 0.7394800711348131]]",[1.0],[1.0],[0.521039857508528],[0.47896014249147106],0.843274042711567,1.096815824508667,,,0,1,5,,
2,,,3,"[0, 0]",3.198325872421264,1,"[[2.0, 1.0, -3.141592653589793, 0], [2.0, 1.0, -3.141592653589793, 1]]","[[2.0, 5.0, 0.0, 0], [4.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7279641596134611, 0.772035840161539]]",[1.0],[1.0],[0.45592831944531104],[0.544071680554688],0.8122769321068951,1.085832357406616,,,0,1,5,,
3,,,3,"[0, 0]",3.321810245513916,1,"[[2.0, 1.0, -3.141592653589793, 0], [2.0, 1.0, -4.71238898038469, 1]]","[[4.0, 5.0, 0.0, 0], [6.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6845564675778271, 0.815443532197173]]",[1.0],[1.0],[0.36911293536102],[0.630887064638979],0.8944271909999151,1.111501932144165,,,0,1,5,,
4,,,2,"[0, 0]",2.739461421966552,1,"[[2.0, 1.0, -4.71238898038469, 0], [2.0, 1.0, -0.0, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6845564675778271, 0.815443532197173]]",[1.0],[1.0],[0.36911293536102],[0.630887064638979],,,0.832050294337843,0.9786105155944821,0,1,5,,
5,,,2,"[0, 0]",2.8421685695648193,1,"[[1.9999999999999991, 3.0, -0.0, 0], [2.999999999999999, 3.0, -1.5707963267948961, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7063340900970261, 0.793665909677973]]",[1.0],[1.0],[0.41266818040595304],[0.587331819594046],,,0.832050294337843,0.9103007316589351,0,1,5,,
6,,,2,"[0, 0]",2.283401250839233,1,"[[3.999999999999999, 3.0, -1.5707963267948961, 0], [3.999999999999999, 3.0, 0.0, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7281117126162261, 0.7718882871587731]]",[1.0],[1.0],[0.456223425450886],[0.543776574549113],,,0.832050294337843,0.8450608253479001,0,1,5,,
7,,,2,"[0, 0]",2.385040044784546,1,"[[3.999999999999999, 3.0, 0.0, 0], [6.0, 3.0, 0.0, 1]]","[[6.0, 5.0, 1.5707963267948961, 0], [6.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.771666957654625, 0.7283330421203741]]",[1.0],[1.0],[0.5433339155407511],[0.45666608445924806],,,0.832050294337843,0.822678089141845,0,1,5,,
8,,,2,"[0, 0]",2.552209615707397,1,"[[3.999999999999999, 3.0, -1.5707963267948961, 0], [3.999999999999999, 3.0, -1.5707963267948961, 1]]","[[6.0, 5.0, 3.141592653589793, 0], [6.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7281117126162261, 0.7718882871587731]]",[1.0],[1.0],[0.456223425450886],[0.543776574549113],,,0.832050294337843,0.835537195205688,0,1,5,,
9,,,2,"[0, 0]",2.3688645362854,1,"[[3.999999999999999, 3.0, -1.5707963267948961, 0], [3.999999999999999, 2.0, 0.0, 1]]","[[6.0, 5.0, 3.141592653589793, 0], [4.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7715194046518601, 0.728480595123139]]",[1.0],[1.0],[0.543038809535176],[0.45696119046482303],,,0.832050294337843,0.7696681022644041,0,1,5,,
0,0.9578262852211511,3.2695834636688232,4,"[0, 0]",61.74973011016846,1,"[[1.0, 2.0, 0.0, 0], [1.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [2.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.738742306120986, 0.7612576936540131]]",[1.0],[1.0],[0.477484612463596],[0.522515387536403],,,,,0,0,8,,
1,,,3,"[0, 0]",61.543318033218384,1,"[[1.0, 2.0, 1.5707963267948961, 0], [1.0, 4.0, 3.141592653589793, 1]]","[[3.0, 4.0, 0.0, 0], [5.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.6736307680675351, 0.826369231707464]]",[1.0],[1.0],[0.34726153633716],[0.652738463662839],0.843274042711567,2.852209091186523,,,0,0,8,,
2,,,3,"[0, 0]",61.89954924583435,1,"[[1.0, 4.0, 3.141592653589793, 0], [1.0, 4.0, 1.5707963267948961, 1]]","[[4.0, 4.0, -1.5707963267948961, 0], [4.0, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6844826910764441, 0.8155173086985551]]",[1.0],[1.0],[0.368965382358233],[0.631034617641766],0.9363291775690441,3.003443717956543,,,0,0,8,,
3,,,3,"[0, 0]",61.12512683868408,1,"[[1.0, 4.0, 1.5707963267948961, 0], [1.0, 4.0, 3.141592653589793, 1]]","[[4.0, 4.0, 0.0, 0], [4.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.695334614085352, 0.8046653856896471]]",[1.0],[1.0],[0.390669228379305],[0.609330771620694],0.9363291775690441,2.236872434616089,,,0,0,8,,
4,,,3,"[0, 0]",4.248418092727661,1,"[[1.0, 4.0, 3.141592653589793, 0], [2.220446049250313e-16, 4.0, 1.5707963267948961, 1]]","[[4.0, 4.0, 0.0, 0], [6.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.651926922049718, 0.8480730777252811]]",[1.0],[1.0],[0.303853844295015],[0.6961461557049841],0.9363291775690441,2.370683670043945,,,0,0,8,,
5,,,3,"[0, 0]",61.72326445579529,1,"[[2.220446049250313e-16, 4.0, 1.5707963267948961, 0], [2.220446049250313e-16, 4.0, 0.0, 1]]","[[4.0, 4.0, 0.0, 0], [4.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.695334614085352, 0.8046653856896471]]",[1.0],[1.0],[0.390669228379305],[0.609330771620694],0.9363291775690441,2.726396083831787,,,0,0,8,,
6,,,2,"[0, 0]",60.95963931083679,1,"[[2.220446049250313e-16, 4.0, 0.0, 0], [1.0, 4.0, 0.0, 1]]","[[6.0, 4.0, 1.5707963267948961, 0], [6.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.8944271909999151,1.84128737449646,0,0,8,,
7,,,2,"[0, 0]",3.390139102935791,1,"[[1.0, 4.0, 0.0, 0], [1.0, 4.0, 0.0, 1]]","[[6.0, 5.0, 0.0, 0], [6.0, 5.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.832050294337843,1.782705068588256,0,0,8,,
8,,,2,"[0, 0]",61.08108830451965,1,"[[1.0, 4.0, 0.0, 0], [1.0, 4.0, -1.5707963267948961, 1]]","[[6.0, 5.0, 0.0, 0], [7.0, 5.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.64107499904081, 0.8589250007341891]]",[1.0],[1.0],[0.28214999827394305],[0.7178500017260561],,,0.832050294337843,1.830090761184692,0,0,8,,
9,,,1,"[0, 0]",57.119304180145264,1,"[[1.0, 4.0, -1.5707963267948961, 0], [1.0, 4.0, -3.141592653589793, 1]]","[[8.0, 5.0, 1.5707963267948961, 0], [8.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.6193711530229931, 0.880628846752006]]",[1.0],[1.0],[0.238742306231798],[0.7612576937682011],,,,,0,0,8,0.707106781186547,1.370872020721435
0,0.9578262852211511,1.307556390762329,4,"[0, 0]",58.0368492603302,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],,,,,0,1,8,,
1,,,3,"[0, 0]",58.25225067138672,1,"[[1.0, 2.0, 1.5707963267948961, 0], [1.0, 3.0, 3.141592653589793, 1]]","[[3.0, 4.0, 0.0, 0], [4.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.695334614085352, 0.8046653856896471]]",[1.0],[1.0],[0.390669228379305],[0.609330771620694],0.843274042711567,1.111115455627441,,,0,1,8,,
2,,,3,"[0, 0]",58.094276905059814,1,"[[1.0, 4.0, 3.141592653589793, 0], [1.0, 4.0, 4.71238898038469, 1]]","[[4.0, 4.0, -1.5707963267948961, 0], [4.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.695334614085352, 0.8046653856896471]]",[1.0],[1.0],[0.390669228379305],[0.609330771620694],0.9363291775690441,1.097511768341064,,,0,1,8,,
3,,,3,"[0, 0]",58.707748889923096,1,"[[1.0, 4.0, 1.5707963267948961, 0], [1.0, 4.0, 0.0, 1]]","[[4.0, 4.0, 0.0, 0], [4.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.695334614085352, 0.8046653856896471]]",[1.0],[1.0],[0.390669228379305],[0.609330771620694],0.9363291775690441,0.941382884979248,,,0,1,8,,
4,,,3,"[0, 0]",55.817038774490356,1,"[[1.0, 4.0, 3.141592653589793, 0], [1.0, 4.0, 4.71238898038469, 1]]","[[4.0, 4.0, 0.0, 0], [4.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.695334614085352, 0.8046653856896471]]",[1.0],[1.0],[0.390669228379305],[0.609330771620694],0.9363291775690441,1.014941930770874,,,0,1,8,,
5,,,3,"[0, 0]",58.150487184524536,1,"[[2.220446049250313e-16, 4.0, 1.5707963267948961, 0], [2.220446049250313e-16, 4.0, 0.0, 1]]","[[4.0, 4.0, 0.0, 0], [6.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.651926922049718, 0.8480730777252811]]",[1.0],[1.0],[0.303853844295015],[0.6961461557049841],0.9363291775690441,0.8864438533782951,,,0,1,8,,
6,,,2,"[0, 0]",58.87235927581787,1,"[[2.220446049250313e-16, 4.0, 0.0, 0], [1.0, 4.0, 1.5707963267948961, 1]]","[[6.0, 4.0, 1.5707963267948961, 0], [6.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.8944271909999151,0.7181434631347651,0,1,8,,
7,,,2,"[0, 0]",56.62824630737305,1,"[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 1.5707963267948961, 1]]","[[6.0, 5.0, 0.0, 0], [6.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.717222901356626, 0.7827770984183731]]",[1.0],[1.0],[0.43444580292841906],[0.5655541970715801],,,0.832050294337843,0.7494924068450921,0,1,8,,
8,,,2,"[0, 0]",2.413578271865844,1,"[[1.0, 4.0, 0.0, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[6.0, 5.0, 0.0, 0], [8.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.652037586801792, 0.8479624129732071]]",[1.0],[1.0],[0.304075173799197],[0.6959248262008031],,,0.832050294337843,0.748356580734252,0,1,8,,
9,,,1,"[0, 0]",1.477332115173339,1,"[[1.0, 4.0, -1.5707963267948961, 0], [1.0, 4.0, -3.141592653589793, 1]]","[[8.0, 5.0, 1.5707963267948961, 0], [8.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6193711530229931, 0.880628846752006]]",[1.0],[1.0],[0.238742306231798],[0.7612576937682011],,,,,0,1,8,0.707106781186547,0.579755783081054
0,0.9578262852211511,3.091106653213501,4,"[0, 0]",6.386540651321411,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],,,,,0,0,2,,
1,,,3,"[0, 0]",3.984508275985717,1,"[[2.0, 2.0, -1.5707963267948961, 0], [2.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 1.5707963267948961, 0], [1.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7822237746580031, 0.717776225116996]]",[1.0],[1.0],[0.564447549550673],[0.43555245044932606],0.843274042711567,2.259139776229858,,,0,0,2,,
2,,,3,"[0, 0]",5.277288913726807,1,"[[2.0, 2.0, 0.0, 0], [4.0, 2.0, 0.0, 1]]","[[1.0, 5.0, 0.0, 0], [1.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8257790196964021, 0.6742209800785971]]",[1.0],[1.0],[0.651558039640539],[0.34844196035946],0.843274042711567,2.4328360557556152,,,0,0,2,,
3,,,2,"[0, 0]",4.222407817840576,1,"[[4.0, 2.0, 0.0, 0], [5.0, 2.0, 1.5707963267948961, 1]]","[[2.0, 5.0, -1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8258527961977851, 0.674147203577214]]",[1.0],[1.0],[0.6517055926433261],[0.34829440735667305],,,0.787838597158335,2.17135214805603,0,0,2,,
4,,,2,"[0, 0]",3.817440032958984,1,"[[5.0, 2.0, 1.5707963267948961, 0], [5.0, 3.0, 3.141592653589793, 1]]","[[2.0, 5.0, -1.5707963267948961, 0], [2.0, 3.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.8258527961977851, 0.674147203577214]]",[1.0],[1.0],[0.6517055926433261],[0.34829440735667305],,,0.8944271909999151,2.113409519195556,0,0,2,,
5,,,2,"[0, 0]",3.837019205093384,1,"[[5.0, 3.0, 3.141592653589793, 0], [5.0, 3.0, 4.71238898038469, 1]]","[[2.0, 4.0, -1.5707963267948961, 0], [2.0, 3.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.8258527961977851, 0.674147203577214]]",[1.0],[1.0],[0.6517055926433261],[0.34829440735667305],,,0.9486832980505131,1.969486951828003,0,0,2,,
6,,,2,"[0, 0]",3.528836488723755,1,"[[5.0, 3.0, 4.71238898038469, 0], [5.0, 1.0, 0.0, 1]]","[[2.0, 4.0, -3.141592653589793, 0], [2.0, 4.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.8149639849381851, 0.6850360148368141]]",[1.0],[1.0],[0.6299279701208601],[0.370072029879139],,,0.9486832980505131,1.978408575057983,0,0,2,,
7,,,2,"[0, 0]",60.64232015609741,1,"[[5.0, 1.0, 0.0, 0], [7.0, 1.0, -1.5707963267948961, 1]]","[[1.0, 4.0, -1.5707963267948961, 0], [1.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8802230759944011, 0.619776923780598]]",[1.0],[1.0],[0.76044615225287],[0.239553847747129],,,0.832050294337843,2.253679037094116,0,0,2,,
8,,,1,"[0, 0]",56.36337995529175,1,"[[7.0, 1.0, -1.5707963267948961, 0], [7.0, 1.0, -1.5707963267948961, 1]]","[[1.0, 3.0, 0.0, 0], [2.0, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.858519229976584, 0.6414807697984151]]",[1.0],[1.0],[0.717038460210725],[0.282961539789274],,,,,0,0,2,0.707106781186547,1.511259794235229
