timestep,alphat_eff_gamelength_5,runtime_gamelength_5,game_length,winner,runtime,T_terminal,trajectory_0,trajectory_1,payoff_total,coll_payoff_0,coll_payoff_1,final_lead_payoff_0,final_lead_payoff_1,alphat_eff_gamelength_4,runtime_gamelength_4,alphat_eff_gamelength_3,runtime_gamelength_3,collisions,data_of_agent,run_num,alphat_eff_gamelength_2,runtime_gamelength_2
0,0.9578262852211511,1.334541320800781,4,"[0, 0]",58.04189991950989,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [1.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7822237746580031, 0.717776225116996]]",[1.0],[1.0],[0.564447549550673],[0.43555245044932606],,,,,0,1,9,,
1,0.9578262852211511,1.239075183868408,4,"[0, 0]",58.13404965400696,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],,,,,0,1,9,,
2,,,3,"[0, 0]",58.25507616996765,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 2.0, 1.5707963267948961, 1]]","[[3.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],0.9363291775690441,1.066502094268798,,,0,1,9,,
3,,,3,"[0, 0]",58.03832483291626,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 4.0, 1.5707963267948961, 1]]","[[3.0, 4.0, 0.0, 0], [5.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7280748243655351, 0.771925175409465]]",[1.0],[1.0],[0.45614964894949206],[0.543850351050507],0.9363291775690441,0.8630151748657221,,,0,1,9,,
4,,,2,"[0, 0]",2.435176849365234,1,"[[3.0, 3.0, 0.0, 0], [4.0, 3.0, -1.5707963267948961, 1]]","[[5.0, 4.0, 0.0, 0], [7.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.6955559435895, 0.8044440561854991]]",[1.0],[1.0],[0.39111188738766806],[0.608888112612331],,,0.787838597158335,0.7971675395965571,0,1,9,,
5,,,1,"[0, 0]",2.0839364528656,1,"[[5.0, 3.0, 0.0, 0], [6.0, 3.0, 1.5707963267948961, 1]]","[[7.0, 4.0, 0.0, 0], [7.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7391111886279, 0.760888811147099]]",[1.0],[1.0],[0.47822237747753304],[0.5217776225224661],,,,,0,1,9,0.685994340570035,0.7085304260253901
6,,,1,"[0, 0]",1.7185015678405762,1,"[[6.0, 3.0, -1.5707963267948961, 0], [6.0, 2.0, -3.141592653589793, 1]]","[[7.0, 4.0, 1.5707963267948961, 0], [7.0, 4.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7391111886279, 0.760888811147099]]",[1.0],[1.0],[0.47822237747753304],[0.5217776225224661],,,,,0,1,9,0.7427813527082071,0.615691900253295
7,,,1,"[0, 0]",1.88231348991394,1,"[[6.0, 1.0, -3.141592653589793, 0], [6.0, 1.0, -3.141592653589793, 1]]","[[7.0, 4.0, 3.141592653589793, 0], [7.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7282223773683001, 0.7717776224066991]]",[1.0],[1.0],[0.45644475495506703],[0.543555245044932],,,,,0,1,9,0.685994340570035,0.8605108261108391
8,,,1,"[0, 0]",1.7224290370941162,1,"[[6.0, 1.0, -4.71238898038469, 0], [6.0, 3.0, -0.0, 1]]","[[7.0, 4.0, 1.5707963267948961, 0], [7.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7499631116368081, 0.750036888138191]]",[1.0],[1.0],[0.49992622349860605],[0.5000737765013931],,,,,0,1,9,0.685994340570035,0.5881493091583251
9,,,1,"[0, 0]",2.175140142440796,1,"[[6.0, 3.0, -3.141592653589793, 0], [6.0, 3.0, -3.141592653589793, 1]]","[[7.0, 5.0, 0.0, 0], [8.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.728259265618991, 0.7717407341560081]]",[1.0],[1.0],[0.45651853145646104],[0.5434814685435381],,,,,0,1,9,0.7427813527082071,0.6993222236633301
0,0.9578262852211511,2.583720922470092,4,"[0, 0]",5.273233652114868,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [1.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8040013971772031, 0.695998602597797]]",[1.0],[1.0],[0.608002794595606],[0.39199720540439303],,,,,0,0,6,,
1,,,3,"[0, 0]",4.105939865112305,1,"[[3.0, 2.0, -1.5707963267948961, 0], [3.0, 2.0, -3.141592653589793, 1]]","[[3.0, 4.0, -1.5707963267948961, 0], [3.0, 4.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],0.9363291775690441,2.20836329460144,,,0,0,6,,
2,,,3,"[0, 0]",4.217945337295532,1,"[[3.0, 2.0, -3.141592653589793, 0], [2.0, 1.9999999999999991, -4.71238898038469, 1]]","[[3.0, 4.0, -1.5707963267948961, 0], [3.0, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7279641596134611, 0.772035840161539]]",[1.0],[1.0],[0.45592831944531104],[0.544071680554688],0.9363291775690441,2.1893973350524902,,,0,0,6,,
3,,,3,"[0, 0]",5.424117803573608,1,"[[2.0, 1.9999999999999991, -4.71238898038469, 0], [1.9999999999999991, 4.0, -3.141592653589793, 1]]","[[3.0, 3.0, -3.141592653589793, 0], [2.0, 3.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7714087398997861, 0.728591259875213]]",[1.0],[1.0],[0.5428174800309951],[0.45718251996900405],0.8677218312746241,3.327050924301147,,,0,0,6,,
4,,,3,"[0, 0]",4.671354532241821,1,"[[1.9999999999999991, 4.0, -3.141592653589793, 0], [0.9999999999999991, 4.0, -4.71238898038469, 1]]","[[3.0, 3.0, -4.71238898038469, 0], [3.0, 3.0, -0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],0.883452208598772,2.526287794113159,,,0,0,6,,
5,,,3,"[0, 0]",4.693475246429443,1,"[[0.9999999999999991, 4.0, -4.71238898038469, 0], [0.9999999999999991, 4.0, -3.141592653589793, 1]]","[[3.0, 3.0, -4.71238898038469, 0], [3.0, 4.0, -0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],0.8677218312746241,2.702523946762085,,,0,0,6,,
6,,,3,"[0, 0]",5.250142574310303,1,"[[0.9999999999999991, 4.0, -3.141592653589793, 0], [0.9999999999999991, 4.0, -1.5707963267948961, 1]]","[[2.999999999999999, 5.0, -0.0, 0], [5.0, 5.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6844826910764441, 0.8155173086985551]]",[1.0],[1.0],[0.368965382358233],[0.631034617641766],0.8122769321068951,3.317275047302246,,,0,0,6,,
7,,,3,"[0, 0]",5.60062575340271,1,"[[0.9999999999999991, 4.0, -1.5707963267948961, 0], [0.9999999999999991, 2.0, -1.5707963267948961, 1]]","[[5.0, 5.0, 0.0, 0], [5.0, 5.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6844826910764441, 0.8155173086985551]]",[1.0],[1.0],[0.368965382358233],[0.631034617641766],0.9922778767136671,3.120216846466064,,,0,0,6,,
8,,,2,"[0, 0]",3.873082160949707,1,"[[0.9999999999999991, 2.0, -1.5707963267948961, 0], [0.9999999999999991, 1.0, -3.141592653589793, 1]]","[[7.0, 5.0, -1.5707963267948961, 0], [7.0, 3.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6302230760319011, 0.8697769237430981]]",[1.0],[1.0],[0.26044615225287004],[0.7395538477471291],,,0.937042571331636,2.042253255844116,0,0,6,,
9,,,1,"[0, 0]",2.286609411239624,1,"[[0.9999999999999991, 1.0, -3.141592653589793, 0], [0.9999999999999991, 1.0, -1.5707963267948961, 1]]","[[7.0, 3.0, 0.0, 0], [7.0, 3.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.6302230760319011, 0.8697769237430981]]",[1.0],[1.0],[0.26044615225287004],[0.7395538477471291],,,,,0,0,6,0.7427813527082071,1.33792757987976
0,0.9578262852211511,1.027484655380249,4,"[0, 0]",3.637744426727295,1,"[[1.0, 2.0, 0.0, 0], [1.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],,,,,0,1,6,,
1,,,3,"[0, 0]",2.9226489067077632,1,"[[3.0, 2.0, -1.5707963267948961, 0], [3.0, 1.0, -1.5707963267948961, 1]]","[[3.0, 4.0, -1.5707963267948961, 0], [3.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.749704893881969, 0.7502951058930301]]",[1.0],[1.0],[0.49940978798884905],[0.5005902120111501],0.9363291775690441,0.8653292655944821,,,0,1,6,,
2,,,3,"[0, 0]",3.004098415374756,1,"[[3.0, 2.0, -3.141592653589793, 0], [2.0, 1.9999999999999991, -3.141592653589793, 1]]","[[3.0, 4.0, -1.5707963267948961, 0], [3.0, 3.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],0.9363291775690441,0.9220256805419921,,,0,1,6,,
3,,,3,"[0, 0]",3.5527656078338623,1,"[[2.0, 1.9999999999999991, -4.71238898038469, 0], [2.0, 1.9999999999999991, -0.0, 1]]","[[3.0, 3.0, -3.141592653589793, 0], [3.0, 3.0, -4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],0.8677218312746241,0.9029462337493891,,,0,1,6,,
4,,,3,"[0, 0]",4.756775856018066,1,"[[1.9999999999999991, 4.0, -3.141592653589793, 0], [1.9999999999999991, 4.0, -1.5707963267948961, 1]]","[[3.0, 3.0, -4.71238898038469, 0], [3.0, 3.0, -4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.749704893881969, 0.7502951058930301]]",[1.0],[1.0],[0.49940978798884905],[0.5005902120111501],0.883452208598772,1.043158054351806,,,0,1,6,,
5,,,3,"[0, 0]",3.477946281433105,1,"[[0.9999999999999991, 4.0, -4.71238898038469, 0], [0.9999999999999991, 5.0, -4.71238898038469, 1]]","[[3.0, 3.0, -4.71238898038469, 0], [2.999999999999999, 5.0, -0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],0.8677218312746241,0.976469993591308,,,0,1,6,,
6,,,3,"[0, 0]",3.148591756820678,1,"[[0.9999999999999991, 4.0, -3.141592653589793, 0], [0.9999999999999991, 4.0, -1.5707963267948961, 1]]","[[2.999999999999999, 5.0, -0.0, 0], [5.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.6844826910764441, 0.8155173086985551]]",[1.0],[1.0],[0.368965382358233],[0.631034617641766],0.8122769321068951,1.104104995727539,,,0,1,6,,
7,,,3,"[0, 0]",3.8117401599884033,1,"[[0.9999999999999991, 4.0, -1.5707963267948961, 0], [0.9999999999999991, 4.0, -3.141592653589793, 1]]","[[5.0, 5.0, 0.0, 0], [7.0, 5.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.64107499904081, 0.8589250007341891]]",[1.0],[1.0],[0.28214999827394305],[0.7178500017260561],0.9922778767136671,1.147177934646606,,,0,1,6,,
8,,,2,"[0, 0]",2.250491380691528,1,"[[0.9999999999999991, 2.0, -1.5707963267948961, 0], [0.9999999999999991, 1.0, -1.5707963267948961, 1]]","[[7.0, 5.0, -1.5707963267948961, 0], [7.0, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.6302230760319011, 0.8697769237430981]]",[1.0],[1.0],[0.26044615225287004],[0.7395538477471291],,,0.937042571331636,0.772584676742553,0,1,6,,
9,,,1,"[0, 0]",1.539797067642212,1,"[[0.9999999999999991, 1.0, -3.141592653589793, 0], [0.9999999999999991, 1.0, -1.5707963267948961, 1]]","[[7.0, 3.0, 0.0, 0], [9.0, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.5868153839962671, 0.9131846157787321]]",[1.0],[1.0],[0.17363076816858],[0.8263692318314191],,,,,0,1,6,0.7427813527082071,0.64479112625122
0,0.9578262852211511,3.399779319763183,4,"[0, 0]",13.149442195892334,1,"[[1.0, 2.0, 0.0, 0], [2.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],,,,,0,0,3,,
1,,,3,"[0, 0]",4.980326414108276,1,"[[2.0, 2.0, 1.5707963267948961, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[3.0, 4.0, -1.5707963267948961, 0], [3.0, 3.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.749704893881969, 0.7502951058930301]]",[1.0],[1.0],[0.49940978798884905],[0.5005902120111501],0.843274042711567,2.588932037353515,,,0,0,3,,
2,,,3,"[0, 0]",4.388587951660156,1,"[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 5.0, 0.0, 1]]","[[3.0, 3.0, 0.0, 0], [4.0, 3.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7280010478641521, 0.7719989519108471]]",[1.0],[1.0],[0.45600209594670404],[0.5439979040532951],0.883452208598772,2.252308845520019,,,0,0,3,,
3,,,3,"[0, 0]",4.364244222640991,1,"[[2.0, 5.0, 0.0, 0], [3.0, 5.0, -1.5707963267948961, 1]]","[[3.0, 3.0, 0.0, 0], [3.0, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.771482516401168, 0.728517483373831]]",[1.0],[1.0],[0.5429650330337821],[0.45703496696621704],0.8888888888888881,2.20484972000122,,,0,0,3,,
4,,,2,"[0, 0]",3.315197229385376,1,"[[3.0, 5.0, -1.5707963267948961, 0], [3.0, 5.0, -3.141592653589793, 1]]","[[5.0, 3.0, -1.5707963267948961, 0], [5.0, 3.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7280748243655351, 0.771925175409465]]",[1.0],[1.0],[0.45614964894949206],[0.543850351050507],,,0.824163383692134,1.723805904388427,0,0,3,,
5,,,2,"[0, 0]",3.143935203552246,1,"[[3.0, 5.0, -3.141592653589793, 0], [1.0, 5.0, -4.71238898038469, 1]]","[[5.0, 2.0, -1.5707963267948961, 0], [5.0, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.848528137423857,1.769035816192627,0,0,3,,
6,,,2,"[0, 0]",2.988241195678711,1,"[[1.0, 5.0, -4.71238898038469, 0], [1.0, 5.0, -3.141592653589793, 1]]","[[5.0, 2.0, -1.5707963267948961, 0], [5.0, 2.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.848528137423857,1.8423452377319331,0,0,3,,
7,,,2,"[0, 0]",3.014681577682495,1,"[[1.0, 5.0, -3.141592653589793, 0], [0.0, 5.0, -4.71238898038469, 1]]","[[5.0, 2.0, -1.5707963267948961, 0], [5.0, 2.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.848528137423857,1.762155532836914,0,0,3,,
8,,,2,"[0, 0]",2.761644601821899,1,"[[0.0, 5.0, -4.71238898038469, 0], [0.0, 5.0, -0.0, 1]]","[[5.0, 1.0, -1.5707963267948961, 0], [5.0, 1.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.8571428571428571,1.7906122207641602,0,0,3,,
9,,,2,"[0, 0]",3.057658672332763,1,"[[0.0, 5.0, -0.0, 0], [2.0, 5.0, -1.5707963267948961, 1]]","[[5.0, 1.0, -1.5707963267948961, 0], [5.0, 1.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.695445278837426, 0.8045547209375731]]",[1.0],[1.0],[0.39089055788348703],[0.6091094421165121],,,0.8571428571428571,1.751758098602295,0,0,3,,
0,0.9578262852211511,1.21483826637268,4,"[0, 0]",4.456012964248657,1,"[[1.0, 2.0, 0.0, 0], [1.0, 2.0, -1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],,,,,0,1,3,,
1,,,3,"[0, 0]",3.431552410125732,1,"[[2.0, 2.0, 1.5707963267948961, 0], [2.0, 3.0, 3.141592653589793, 1]]","[[3.0, 4.0, -1.5707963267948961, 0], [3.0, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7388160826223691, 0.76118391715263]]",[1.0],[1.0],[0.47763216546638304],[0.522367834533616],0.843274042711567,0.9401803016662591,,,0,1,3,,
2,,,3,"[0, 0]",2.954137802124023,1,"[[2.0, 4.0, 1.5707963267948961, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[3.0, 3.0, 0.0, 0], [3.0, 3.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.749704893881969, 0.7502951058930301]]",[1.0],[1.0],[0.49940978798884905],[0.5005902120111501],0.883452208598772,0.8665118217468261,,,0,1,3,,
3,,,3,"[0, 0]",3.059457540512085,1,"[[2.0, 5.0, 0.0, 0], [4.0, 5.0, 1.5707963267948961, 1]]","[[3.0, 3.0, 0.0, 0], [5.0, 3.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7498524468847341, 0.750147552890265]]",[1.0],[1.0],[0.499704893994425],[0.500295106005575],0.8888888888888881,0.9126336574554441,,,0,1,3,,
4,,,2,"[0, 0]",2.408765316009521,1,"[[3.0, 5.0, -1.5707963267948961, 0], [3.0, 5.0, -3.141592653589793, 1]]","[[5.0, 3.0, -1.5707963267948961, 0], [5.0, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.717222901356626, 0.7827770984183731]]",[1.0],[1.0],[0.43444580292841906],[0.5655541970715801],,,0.824163383692134,0.731414318084716,0,1,3,,
5,,,2,"[0, 0]",2.142069339752197,1,"[[3.0, 5.0, -3.141592653589793, 0], [1.0, 5.0, -1.5707963267948961, 1]]","[[5.0, 2.0, -1.5707963267948961, 0], [5.0, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.848528137423857,0.753714323043823,0,1,3,,
6,,,2,"[0, 0]",1.9130287170410152,1,"[[1.0, 5.0, -4.71238898038469, 0], [1.0, 5.0, -4.71238898038469, 1]]","[[5.0, 2.0, -1.5707963267948961, 0], [5.0, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.848528137423857,0.7060968875885011,0,1,3,,
7,,,2,"[0, 0]",1.975329637527465,1,"[[1.0, 5.0, -3.141592653589793, 0], [0.0, 5.0, -3.141592653589793, 1]]","[[5.0, 2.0, -1.5707963267948961, 0], [5.0, 1.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.848528137423857,0.7013802528381341,0,1,3,,
8,,,2,"[0, 0]",1.718259334564209,1,"[[0.0, 5.0, -4.71238898038469, 0], [0.0, 5.0, -4.71238898038469, 1]]","[[5.0, 1.0, -1.5707963267948961, 0], [5.0, 1.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.8571428571428571,0.7284412384033201,0,1,3,,
9,,,2,"[0, 0]",1.9827237129211421,1,"[[0.0, 5.0, -0.0, 0], [1.0, 5.0, 0.0, 1]]","[[5.0, 1.0, -1.5707963267948961, 0], [5.0, 1.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.662778845058627, 0.837221154716372]]",[1.0],[1.0],[0.325557690316088],[0.6744423096839111],,,0.8571428571428571,0.7660191059112541,0,1,3,,
